Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD
2011-11-28,53.73137484000001,24.87,23.46,194.15,90.78,119.71,1192.55,32.13,1.3308,1711.7,56.2,166.63
2011-11-29,53.3142324,24.84,23.58,188.39,88.81,120.05,1195.19,30.64,1.3329,1715.89,56.46,166.88
2011-11-30,54.5999454,25.58,24.91,192.29,95.86,124.99,1246.96,27.8,1.3441,1745.1,60.41,170.13
2011-12-01,55.418516010000005,25.28,24.92,197.13,94.43,124.97,1244.58,27.41,1.3463,1744.39,60.3,169.63
2011-12-02,55.6713729,25.22,24.64,196.03,97.25,124.86,1244.28,27.52,1.3402,1744.39,58.25,169.82
2011-12-05,56.14422957,25.7,25.01,196.24,99.82,126.22,1257.08,27.84,1.3401,1720.69,57.86,167.32
2011-12-06,55.849944150000006,25.66,25.35,191.99,101.16,126.26,1258.47,28.13,1.3401,1727.34,59.02,168.18
2011-12-07,55.58423013,25.6,25.66,195.32,105.13,126.73,1261.01,28.67,1.3412,1741.24,58.96,169.4
2011-12-08,55.80851562000001,25.4,24.71,190.48,99.92,123.95,1234.35,30.59,1.3345,1708.19,57.26,165.976
2011-12-09,56.23137234000001,25.7,25.01,193.03,101.45,126.05,1255.19,26.38,1.3372,1710.39,57.83,166.4
2011-12-12,55.97708688,25.51,24.0,189.52,98.03,124.21,1236.47,25.67,1.3184,1665.44,55.8,161.99
2011-12-13,55.544230170000006,25.76,23.56,180.51,95.04,123.05,1225.73,25.41,1.3033,1631.49,54.04,158.45
2011-12-14,54.31280283,25.59,23.31,180.21,93.25,121.74,1211.82,26.04,1.298,1574.3,52.38,152.89
2011-12-15,54.134231580000005,25.56,23.31,181.26,91.9,122.185,1215.75,25.11,1.3015,1569.99,51.68,152.33
2011-12-16,54.43137414,26.0,23.23,181.26,90.1,121.59,1219.66,24.29,1.3033,1597.49,52.68,155.23
2011-12-19,54.601373970000004,25.53,23.095,179.33,87.7,120.29,1205.35,24.92,1.2994,1593.5,51.17,154.87
2011-12-20,56.56422915,26.025,23.84,182.52,90.98,123.93,1241.3,23.22,1.3077,1614.79,52.995,156.98
2011-12-21,56.634943365000005,25.76,23.68,174.35,92.0,124.17,1243.72,21.43,1.3044,1614.29,52.96,157.16
2011-12-22,56.93565735000001,25.81,24.02,179.03,94.42,125.27,1254.0,21.16,1.3048,1603.84,52.4,156.04
2011-12-23,57.61851381,26.03,24.4,177.28,93.79,126.39,1265.33,20.73,1.304,1605.74,52.79,156.31
2011-12-27,58.07565621,26.04,24.56,176.27,91.9,126.49,1265.43,21.91,1.3068,1592.04,51.87,154.91
2011-12-28,57.519942480000005,25.82,24.225,173.89,90.12,124.83,1249.64,23.52,1.2935,1552.14,50.06,151.03
2011-12-29,57.87422784,26.02,24.55,173.86,91.01,126.12,1263.02,22.65,1.2961,1545.99,51.2,150.34
2011-12-30,57.857085000000005,25.96,24.25,173.1,90.43,125.5,1257.6,23.4,1.2945,1563.8,51.43,151.99
2012-01-03,58.74708411000001,26.765,24.54,179.03,95.36,127.495,1277.06,22.97,1.305,1603.69,53.8,155.92
2012-01-04,59.06279808000001,27.4,25.11,177.51,94.74,127.7,1277.3,22.22,1.294,1611.54,53.74,156.71
2012-01-05,59.71851171,27.68,25.4,177.61,94.58,128.04,1281.06,21.48,1.278,1622.5,53.9,157.78
2012-01-06,60.3427968,28.105,25.25,182.61,93.42,127.71,1277.81,20.63,1.272,1616.39,53.35,157.2
2012-01-09,60.24708261000001,27.74,25.465,178.56,94.69,128.02,1280.7,21.07,1.2765,1611.0,53.65,156.5
2012-01-10,60.462796680000004,27.84,25.59,179.34,98.33,129.13,1292.08,20.69,1.2772,1630.88,54.47,158.64
2012-01-11,60.364225350000005,27.72,25.8,178.9,99.76,129.2,1292.48,21.05,1.2703,1641.3,54.31,159.67
2012-01-12,60.19851123,28.0,25.75,175.93,101.21,129.51,1295.5,20.47,1.2825,1649.69,54.72,160.38
2012-01-13,59.97279717000001,28.25,25.14,178.42,98.96,128.84,1289.09,20.91,1.2677,1638.49,54.05,159.26
2012-01-17,60.6713679,28.255,25.04,181.66,97.68,129.34,1293.67,22.2,1.2737,1651.29,53.18,160.5
2012-01-18,61.30136727000001,28.23,25.39,189.44,104.31,130.77,1308.04,20.89,1.2854,1660.75,53.24,161.6
2012-01-19,61.107081750000006,28.12,25.63,194.45,107.68,131.46,1314.5,19.87,1.2964,1657.2,52.15,161.22
2012-01-20,60.04279710000001,29.71,26.38,190.93,108.74,131.95,1315.38,18.28,1.2937,1666.4,52.18,162.07
2012-01-23,61.058367513,29.73,26.71,186.09,108.19,131.61,1316.0,18.67,1.3028,1676.5,53.01,163.16
2012-01-24,60.058511370000005,29.34,26.895,187.0,108.87,131.46,1314.65,18.91,1.3021,1664.7,51.82,162.01
2012-01-25,63.80850762000001,29.56,26.9,187.8,108.27,132.56,1326.05,18.31,1.3109,1711.4,55.23,166.42
2012-01-26,63.518507910000004,29.5,26.75,193.316,108.56,131.88,1318.43,18.57,1.3097,1720.64,55.76,167.27
2012-01-27,63.89707896,29.23,26.73,195.37,111.77,131.82,1316.33,18.53,1.3224,1738.39,57.14,168.97
2012-01-30,64.71564957000001,29.61,26.74,192.15,109.73,131.37,1313.01,19.4,1.3125,1729.55,56.46,168.03
2012-01-31,65.21136336,29.53,26.42,194.44,111.47,131.32,1312.41,19.44,1.3078,1739.03,56.46,169.31
2012-02-01,65.16993483,29.89,26.55,179.46,113.45,132.47,1324.09,18.55,1.3158,1742.74,56.56,169.56
2012-02-02,65.01707784,29.95,26.49,181.72,113.39,132.68,1325.54,17.98,1.3145,1759.39,57.47,171.05
2012-02-03,65.66850576,30.24,26.74,187.68,117.53,134.54,1344.9,17.1,1.3143,1724.44,56.44,167.64
2012-02-06,66.28136229,30.2,26.72,183.14,117.39,134.45,1344.33,17.76,1.3131,1719.8,56.18,167.18
2012-02-07,66.97564731,30.35,26.64,184.19,115.98,134.79,1347.05,17.65,1.3264,1746.0,55.88,169.7
2012-02-08,68.09707476000001,30.66,26.85,185.48,116.15,135.19,1349.96,18.16,1.3257,1732.99,55.54,168.5
2012-02-09,70.45278669000001,30.77,26.86,184.98,115.88,135.36,1351.95,18.63,1.3281,1729.1,55.25,168.02
2012-02-10,70.48850094000001,30.495,26.695,185.54,114.12,134.361,1342.64,20.79,1.3173,1719.39,54.49,167.14
2012-02-13,71.79992820000001,30.58,26.7,191.59,114.53,135.36,1351.77,19.04,1.3193,1721.89,54.3,167.51
2012-02-14,72.77992722,30.25,26.78,191.3,112.87,135.19,1350.5,19.54,1.3118,1719.6,53.77,167.12
2012-02-15,71.09564319,30.05,26.58,184.47,113.17,134.56,1343.23,21.14,1.307,1728.59,53.56,168.108
2012-02-16,71.74421397,31.285,26.825,179.93,114.74,136.049,1358.04,19.22,1.3139,1728.3,54.95,168.0
2012-02-17,71.73135684,31.25,27.37,182.5,115.91,136.41,1361.23,17.78,1.3151,1721.89,54.15,167.35
2012-02-21,73.54992645000002,31.44,27.16,182.26,116.63,136.47,1362.21,18.19,1.3239,1758.75,55.82,171.02
2012-02-22,73.29135528,31.27,26.73,180.58,114.36,136.032,1357.66,18.19,1.3243,1777.15,56.83,172.94
2012-02-23,73.76992623000001,31.37,26.66,178.89,115.8,136.631,1363.46,16.8,1.3367,1779.6,57.26,173.02
2012-02-24,74.62992537,31.48,26.7,179.13,115.87,136.93,1365.74,17.31,1.3454,1772.89,56.46,172.231
2012-02-27,75.10849632,31.35,26.89,178.53,116.23,137.16,1367.59,18.19,1.3399,1765.82,56.06,171.7
2012-02-28,76.48706637000001,31.87,27.24,183.8,117.11,137.559,1372.18,17.96,1.3469,1785.29,57.33,173.49
2012-02-29,77.49135108000002,31.74,26.88,179.69,115.14,137.02,1365.68,18.43,1.3324,1694.7,55.4,164.286
2012-03-01,77.78135079,32.29,26.86,180.04,121.13,137.73,1374.09,17.26,1.3311,1715.94,55.89,166.61
2012-03-02,77.88277925999999,32.075,26.915,179.3,119.96,137.312,1369.63,17.29,1.3201,1711.89,54.79,166.34
2012-03-05,76.16563812,31.8,26.54,180.26,118.63,136.75,1364.33,18.05,1.3218,1706.3,53.62,165.65
2012-03-06,75.75135282000001,31.555,26.605,181.09,113.67,134.75,1343.36,20.87,1.3114,1673.6,52.47,162.7
2012-03-07,75.81278133,31.84,26.91,183.77,116.4,135.69,1352.63,19.07,1.3149,1684.34,52.67,163.63
2012-03-08,77.42706543000001,32.01,26.84,187.64,117.17,137.04,1365.91,17.95,1.327,1700.25,53.32,165.28
2012-03-09,77.88135069,31.99,27.07,184.32,117.29,137.57,1370.87,17.11,1.3113,1712.59,53.24,166.3799
2012-03-12,78.85706400000001,32.04,26.985,183.39,116.99,137.58,1371.09,15.64,1.3153,1700.03,52.37,165.07
2012-03-13,81.15706170000001,32.67,27.49,184.59,124.54,140.062,1395.95,14.8,1.3082,1674.89,52.11,162.3
2012-03-14,84.22563006000001,32.77,27.46,182.26,120.37,139.91,1394.28,15.31,1.3027,1642.1,50.12,159.57
2012-03-15,83.65134492,32.85,27.75,184.43,123.06,140.72,1402.6,15.42,1.3082,1657.73,50.14,161.08
2012-03-16,83.65277349000002,32.6,27.73,185.05,122.93,140.3,1404.17,14.47,1.3173,1660.04,49.93,161.3
2012-03-19,85.87134270000001,32.2,27.74,185.52,124.3,140.85,1409.75,15.04,1.324,1662.55,49.6,161.59
2012-03-20,86.56562772000001,31.99,27.75,192.33,126.02,140.44,1405.52,15.58,1.3224,1648.35,49.86,160.13
2012-03-21,86.0713425,31.91,27.775,191.73,125.99,140.21,1402.89,15.13,1.3211,1649.89,49.76,160.21
2012-03-22,85.61991438000001,31.995,27.895,192.4,124.74,139.2,1392.78,15.57,1.3196,1642.85,48.75,159.57
2012-03-23,85.14991485,32.01,27.875,195.04,126.18,139.65,1397.11,14.82,1.3271,1661.73,49.76,161.5329
2012-03-26,86.71134186,32.59,28.19,202.87,128.07,141.61,1416.51,14.26,1.3357,1689.37,50.63,164.4
2012-03-27,87.78276936,32.52,28.19,205.44,126.33,141.17,1412.52,15.59,1.3317,1679.44,49.91,163.24
2012-03-28,88.23134034,32.19,27.8,201.16,126.36,140.47,1405.54,15.47,1.3314,1661.57,48.9299,161.51
2012-03-29,87.12277002,32.12,28.16,204.61,123.76,140.23,1403.28,15.48,1.3301,1660.88,49.06,161.28
2012-03-30,85.64991435,32.255,28.115,202.51,124.37,140.81,1408.47,15.5,1.3343,1668.29,49.54,162.12
2012-04-02,88.37562591000001,32.29,28.38,198.05,124.9,141.84,1419.04,15.64,1.3321,1677.25,50.39,162.94
2012-04-03,89.90276724000002,31.94,28.11,199.66,122.71,141.26,1413.38,15.66,1.3233,1644.83,48.752,159.89
2012-04-04,89.18705367,31.21,27.93,193.99,119.96,139.86,1398.96,16.44,1.3141,1619.73,46.705,157.21
2012-04-05,90.52562376,31.52,28.07,194.39,118.0,139.79,1398.08,16.7,1.3063,1630.64,46.2,158.31
2012-04-09,90.88990911,31.1,27.76,191.87,117.02,138.22,1382.2,18.81,1.31,1640.78,46.48,159.37
2012-04-10,89.77705308000002,30.47,27.45,186.98,114.56,135.9,1358.59,20.39,1.308,1659.85,47.0391,161.1
2012-04-11,89.45705340000002,30.345,27.85,187.97,115.93,137.0,1368.71,20.02,1.3109,1657.45,46.495,161.065
2012-04-12,88.96705389,30.975,28.48,190.69,120.39,138.79,1387.57,17.2,1.3185,1674.98,48.155,162.7
2012-04-13,86.46134211,30.81,28.09,188.46,115.09,137.14,1370.26,19.55,1.3075,1658.39,47.5,160.85
2012-04-16,82.87563141000001,31.075,28.405,185.5,117.73,137.05,1369.57,19.55,1.3138,1651.6,46.64,160.46
2012-04-17,87.0999129,31.44,28.47,188.39,116.86,139.082,1390.78,18.46,1.3123,1649.29,47.13,160.27
2012-04-18,86.90562738000001,31.14,27.95,191.07,115.33,138.61,1385.14,18.64,1.312,1640.07,46.63,159.31
2012-04-19,83.91991608000002,31.01,27.69,191.1,113.6,137.72,1376.92,18.36,1.3134,1641.6,46.61,159.43
2012-04-20,81.85420386000001,32.42,27.6,189.98,112.44,137.95,1378.53,17.44,1.3221,1642.09,46.12,159.54
2012-04-23,81.67134690000002,32.12,27.45,188.24,111.75,136.79,1366.94,18.97,1.3154,1636.7,45.04,159.07
2012-04-24,80.03991996,31.92,27.31,190.33,114.11,137.31,1371.97,18.1,1.3194,1640.39,45.14,159.3
2012-04-25,87.14277000000001,32.2,27.86,194.42,113.98,139.19,1390.69,16.82,1.3222,1644.13,46.29,159.62
2012-04-26,86.81419890000001,32.11,28.22,195.99,114.56,140.16,1399.98,16.24,1.3208,1654.9,46.25,161.03
2012-04-27,86.14277100000001,31.98,28.38,226.85,114.41,140.39,1403.36,16.32,1.3252,1661.44,46.8,161.38
2012-04-30,83.42563086000001,32.015,28.395,231.9,115.15,139.87,1397.91,17.15,1.324,1663.88,46.39,161.88
2012-05-01,83.16134541000001,32.01,28.95,230.04,115.33,140.74,1405.82,16.6,1.3236,1660.1,46.44,161.32
2012-05-02,83.71134486000001,31.8,29.18,230.25,113.77,140.325,1402.31,16.88,1.3155,1652.89,45.66,160.59
2012-05-03,83.11705974000002,31.76,28.56,229.45,111.53,139.25,1391.57,17.56,1.315,1635.29,43.88,158.97
2012-05-04,80.74991925,30.98,27.9,223.99,108.99,137.0,1369.1,19.16,1.3082,1642.42,44.05,159.47
2012-05-07,81.35420436000001,30.65,27.76,225.16,110.04,137.1,1369.58,18.94,1.3052,1637.15,43.67,159.08
2012-05-08,81.16849026,30.5,27.37,223.9,109.37,136.55,1363.72,19.05,1.3002,1604.39,42.17,156.0
2012-05-09,81.31134726,30.76,27.19,222.98,107.29,135.74,1354.58,20.08,1.2932,1588.86,43.02,154.47
2012-05-10,81.50277564000001,30.74,27.24,226.69,106.32,136.02,1357.99,18.83,1.2935,1593.26,43.09,154.77
2012-05-11,80.95849047000002,31.16,27.63,227.68,102.13,135.61,1353.39,19.89,1.2915,1579.44,42.42,153.56
2012-05-14,79.74563454000001,30.68,27.015,222.93,99.77,134.11,1338.35,21.87,1.2825,1556.35,40.97,151.33
2012-05-15,79.02420669,30.21,26.88,224.39,99.87,133.34,1330.66,21.97,1.273,1543.95,39.34,149.74
2012-05-16,78.01063627500001,29.9,26.495,224.06,98.2,132.829,1324.8,22.27,1.2715,1538.05,39.56,149.46
2012-05-17,75.73135284000001,29.72,26.19,218.36,97.08,130.86,1304.86,24.49,1.2693,1572.0,41.34,152.8
2012-05-18,75.76849566,29.27,26.07,213.85,95.49,129.74,1295.22,25.1,1.2782,1591.8,41.62,154.55
2012-05-21,80.18277696,29.75,26.15,218.11,96.51,131.97,1315.99,22.01,1.2812,1590.65,43.01,154.65
2012-05-22,79.56706329000001,29.76,26.03,215.33,97.53,132.2,1316.63,22.48,1.2682,1566.95,42.54,152.08
2012-05-23,81.50848992,29.11,25.44,217.28,98.04,132.27,1318.86,22.33,1.2584,1560.0,44.44,151.62
2012-05-24,80.75991924000002,29.07,25.65,215.24,96.86,132.53,1320.68,21.54,1.2535,1557.0,44.63,151.41
2012-05-25,80.32706253,29.06,25.74,212.89,96.7,132.1,1317.82,21.76,1.2515,1572.84,44.91,152.68
2012-05-29,81.75277539000001,29.56,26.09,214.75,97.86,133.7,1332.42,21.03,1.2496,1555.25,44.09,151.02
2012-05-30,82.73848869,29.34,26.13,209.23,94.61,131.76,1313.32,24.14,1.237,1561.84,44.24,151.91
2012-05-31,82.53277461,29.19,25.84,212.91,95.7,131.47,1310.33,24.06,1.2356,1558.7,43.78,151.62
2012-06-01,80.14134843000001,28.45,25.14,208.22,92.64,128.16,1278.04,26.66,1.2432,1625.64,46.58,157.5
2012-06-04,80.61277653,28.55,25.04,214.57,91.0,128.1,1278.18,26.12,1.2495,1616.4,47.33,157.32
2012-06-05,80.40420531000001,28.505,25.43,213.21,92.21,129.07,1285.5,24.68,1.2453,1616.49,47.53,157.14
2012-06-06,81.63706122,29.35,26.07,217.64,94.96,131.97,1315.13,22.16,1.2571,1619.79,47.62,157.21
2012-06-07,81.67420404,29.23,25.94,218.8,94.0,132.05,1314.99,21.72,1.256,1588.39,45.99,154.5
2012-06-08,82.90277424000001,29.65,26.41,218.48,94.54,133.1,1325.66,21.23,1.2516,1593.84,46.33,154.73
2012-06-11,81.59563269,28.895,25.985,216.5,92.8,131.415,1308.93,23.56,1.2475,1596.05,45.66,155.36
2012-06-12,82.30848912,29.29,26.52,216.42,94.04,132.92,1324.18,22.09,1.2512,1609.44,46.76,156.4594
2012-06-13,81.73706112,29.13,26.54,214.73,92.72,132.07,1314.88,24.27,1.2555,1617.74,46.79,157.12
2012-06-14,81.64706121,29.34,26.98,214.45,93.82,133.47,1329.1,21.68,1.263,1622.92,46.93,157.75
2012-06-15,82.01848941,30.02,27.34,218.35,95.66,134.14,1342.84,21.11,1.2636,1626.26,46.92,157.84
2012-06-18,83.68277346,29.84,27.42,222.66,93.63,134.4,1344.78,18.32,1.2575,1627.79,47.73,157.93
2012-06-19,83.91563037,30.7,27.51,224.03,96.37,135.7,1357.98,18.38,1.2687,1617.46,47.68,157.16
2012-06-20,83.677202037,30.93,27.64,223.02,96.55,135.48,1355.69,17.24,1.2704,1605.29,47.27,155.97
2012-06-21,82.52420319,30.135,26.71,220.575,93.9,132.44,1325.51,20.08,1.2541,1564.69,44.82,152.015
2012-06-22,83.1570597,30.7,26.935,222.16,93.63,133.46,1335.02,18.11,1.2568,1571.54,44.58,152.64
2012-06-25,81.53777560500001,29.865,26.05,220.07,91.22,131.32,1313.72,20.38,1.2503,1583.99,45.16,153.76
2012-06-26,81.717775425,30.02,26.005,225.61,91.03,131.98,1319.99,19.72,1.2489,1571.54,44.45,152.62
2012-06-27,82.0713465,30.17,26.22,225.62,93.27,133.173,1331.85,19.45,1.2469,1573.69,44.28,152.83
2012-06-28,81.29277585,29.91,25.83,221.31,93.49,132.79,1329.04,19.71,1.2438,1551.29,43.31,151.05
2012-06-29,83.428488,30.59,26.65,228.35,95.86,136.105,1362.16,17.08,1.2658,1598.2,44.77,155.19
2012-07-02,84.64562964000001,30.56,26.665,229.32,97.13,136.51,1365.51,16.8,1.2585,1595.74,44.76,155.09
2012-07-03,85.62991437000001,30.76,26.86,229.53,98.6,137.412,1374.02,16.66,1.2605,1614.65,46.45,157.46
2012-07-05,87.13419858000002,30.7,26.55,227.06,95.92,136.79,1367.58,17.5,1.2392,1602.75,45.77,155.68
2012-07-06,86.55419916000001,30.185,26.155,225.05,95.47,135.49,1354.68,17.1,1.2287,1582.29,44.43,153.71
2012-07-09,87.69848373,30.0,26.17,225.05,94.47,135.32,1352.46,17.98,1.2318,1586.65,44.25,154.04
2012-07-10,86.88705597,29.74,25.56,219.5,94.25,134.14,1341.47,18.72,1.2249,1564.5,42.87,152.15
2012-07-11,86.34705651,29.3,25.39,218.37,95.13,134.16,1341.45,17.95,1.2237,1576.29,41.971,152.99
2012-07-12,85.5570573,28.63,24.74,215.36,94.02,133.51,1334.76,18.33,1.2196,1571.79,41.71,152.59
2012-07-13,86.42419929,29.39,25.25,218.39,97.43,135.75,1356.78,16.74,1.225,1588.44,42.31,154.14
2012-07-16,86.70134187000001,29.44,25.13,216.01,97.68,135.43,1353.64,17.11,1.2272,1588.85,42.16,154.21
2012-07-17,86.70562758000001,29.66,25.38,216.93,97.98,136.36,1363.67,16.48,1.2293,1581.25,41.7,153.47
2012-07-18,86.60848482,30.45,26.21,217.47,96.51,137.37,1372.78,16.16,1.2283,1572.3,41.12,153.05
2012-07-19,87.75991224000002,30.665,26.06,226.17,95.0,137.73,1376.51,15.45,1.2279,1580.55,41.59,153.38
2012-07-20,86.3284851,30.115,25.52,228.29,94.16,136.47,1362.66,16.27,1.2156,1582.73,41.725,153.67
2012-07-23,86.26134231000002,29.28,25.26,226.01,93.16,135.09,1350.52,18.62,1.2114,1575.4,40.7,153.03
2012-07-24,85.84562844,29.15,25.005,223.04,94.47,133.925,1338.31,20.47,1.2059,1579.94,40.72,153.52
2012-07-25,82.13848929000001,28.83,25.13,217.05,95.96,133.96,1337.89,19.34,1.2156,1603.88,41.96,155.67
2012-07-26,82.12563216000001,29.16,25.5,220.01,98.06,136.17,1360.02,17.53,1.2281,1615.59,42.83,156.77
2012-07-27,83.59420212,29.755,26.02,237.32,101.64,138.675,1385.97,16.7,1.2317,1622.78,43.13,157.54
2012-07-30,85.00420071,29.64,25.76,236.09,100.88,138.68,1385.3,18.03,1.226,1620.49,43.72,157.43
2012-07-31,87.25134132000001,29.47,25.7,233.3,100.9,137.71,1379.32,18.93,1.2303,1613.29,42.83,156.49
2012-08-01,86.68705617,29.41,25.93,232.09,100.09,137.59,1375.14,18.96,1.2224,1598.59,42.25,155.14
2012-08-02,86.82705603000001,29.19,25.91,230.81,97.81,136.64,1365.0,17.57,1.218,1589.74,42.04,154.13
2012-08-03,87.95705490000002,29.75,26.23,234.97,100.98,139.349,1390.99,15.64,1.2385,1603.8,42.86,155.55
2012-08-06,88.93562535,29.95,26.31,233.99,102.02,139.62,1394.23,15.95,1.24,1610.39,43.73,156.3
2012-08-07,88.701911298,30.26,26.5,236.56,103.24,140.32,1401.35,15.99,1.24,1610.68,44.23,156.28
2012-08-08,88.55134002000001,30.33,26.6,234.38,102.5,140.49,1402.22,15.32,1.2364,1611.29,43.99,156.48
2012-08-09,88.67562561000001,30.5,26.7,234.06,103.6,140.61,1402.8,15.28,1.2305,1617.09,44.56,156.99
2012-08-10,88.81419690000001,30.42,26.88,232.75,103.02,140.84,1405.87,14.74,1.2289,1619.55,44.85,157.18
2012-08-13,89.99991000000001,30.39,26.69,232.44,103.61,140.77,1404.11,13.7,1.2331,1609.54,44.24,155.99
2012-08-14,90.24133833000002,30.13,26.48,233.19,103.26,140.79,1403.93,14.85,1.2321,1598.04,43.93,155.13
2012-08-15,90.11848131,30.2,26.27,237.42,103.13,140.95,1405.53,14.63,1.2288,1602.88,44.15,155.63
2012-08-16,90.90562338000001,30.78,26.59,241.55,103.49,141.99,1415.51,14.29,1.2354,1614.3,45.65,156.56
2012-08-17,92.58705027,30.9,26.33,241.17,103.6,142.18,1418.16,13.45,1.2333,1615.3,45.34,156.72
2012-08-20,95.02133355000001,30.74,26.23,240.35,105.28,142.19,1418.13,14.02,1.2343,1620.09,45.62,157.26
2012-08-21,93.72304913400001,30.8,26.11,239.45,105.32,141.76,1413.17,15.02,1.247,1637.89,46.38,158.83
2012-08-22,95.55276159,30.54,25.73,243.1,104.67,141.82,1413.49,15.11,1.2526,1653.39,47.5,160.54
2012-08-23,94.66133391000001,30.255,25.04,241.198,104.08,140.665,1402.08,15.96,1.2562,1670.04,47.42,161.89
2012-08-24,94.74590525400001,30.56,24.91,245.74,104.96,141.51,1411.13,15.18,1.2511,1669.85,47.57,161.97
2012-08-27,96.52561776,30.69,24.84,243.92,105.12,141.54,1410.44,16.35,1.2499,1663.6,46.9,161.36
2012-08-28,96.3999036,30.63,25.0,246.11,105.03,141.4,1409.3,16.49,1.2564,1666.53,46.85,161.64
2012-08-29,96.20933236200001,30.65,24.668,247.12,105.53,141.51,1410.49,17.06,1.2529,1655.94,46.39,160.59
2012-08-30,94.83819087600001,30.32,24.27,246.22,104.72,140.49,1399.48,17.83,1.2504,1655.54,46.02,160.52
2012-08-31,95.03419068000001,30.82,24.83,248.27,105.72,141.16,1406.58,17.47,1.2575,1690.54,47.94,164.22
2012-09-04,96.42418929000002,30.385,24.415,247.88,106.41,141.03,1404.94,17.98,1.2564,1694.4,47.77,164.48
2012-09-05,95.74704711000001,30.39,24.39,246.22,109.94,140.91,1403.44,17.74,1.2599,1693.04,47.93,164.31
2012-09-06,96.60990339,31.345,25.095,251.38,113.54,143.77,1432.12,15.6,1.2628,1701.04,49.13,164.89
2012-09-07,97.20561708000001,30.95,24.19,259.14,116.33,144.33,1437.92,14.38,1.2815,1736.0,50.46,168.44
2012-09-10,94.67704818000001,30.72,23.26,257.09,114.68,143.51,1429.08,16.28,1.2757,1725.19,49.48,167.29
2012-09-11,94.36990563000002,30.79,23.34,255.67,116.69,143.91,1433.56,16.41,1.2854,1731.64,49.81,167.9
2012-09-12,95.68419003,30.78,23.19,255.63,118.24,144.39,1436.56,15.8,1.2899,1731.0,50.01,167.92
2012-09-13,97.56847386000001,30.935,23.355,260.24,120.67,146.59,1459.99,14.05,1.2988,1766.29,52.52,171.31
2012-09-14,98.75418696,31.21,23.37,261.27,121.36,147.24,1465.77,14.51,1.3124,1771.98,53.86,171.8
2012-09-17,99.968614317,31.21,23.31,258.0,119.9,146.74,1461.19,14.59,1.3116,1760.95,53.89,170.4
2012-09-18,100.27275687000001,31.175,23.37,258.75,119.88,146.62,1459.32,14.18,1.3046,1770.34,54.32,171.72
2012-09-19,100.29989970000001,31.052,23.15,261.68,119.02,146.7,1461.05,13.88,1.3047,1769.19,54.79,171.74
2012-09-20,99.81418590000001,31.45,23.1788,260.81,117.63,146.71,1460.26,14.07,1.2968,1766.09,54.36,171.47
2012-09-21,100.01347141500001,31.19,23.125,257.47,116.72,145.87,1460.15,13.98,1.2979,1772.44,54.81,171.96
2012-09-24,98.68418703,30.78,22.795,254.805,116.6,145.645,1456.89,14.15,1.293,1763.65,52.955,171.05
2012-09-25,96.21990378,30.39,22.535,252.46,113.5,144.1,1441.59,15.43,1.2898,1760.04,52.17,170.77
2012-09-26,95.02561926,30.165,22.645,249.67,113.08,143.295,1433.32,16.81,1.2871,1751.59,52.4,169.81
2012-09-27,97.33133124000001,30.16,23.085,256.59,115.23,144.64,1447.15,14.84,1.2913,1777.29,53.89,172.34
2012-09-28,95.30061898500001,29.76,22.655,254.32,113.68,143.97,1440.67,15.73,1.2858,1770.69,53.69,171.89
2012-10-01,94.19847723000001,29.49,22.755,252.01,116.86,144.345,1444.49,16.32,1.2888,1773.79,53.925,172.295
2012-10-02,94.47276267,29.66,22.84,250.6,117.25,144.5,1445.75,15.71,1.2918,1777.39,53.59,172.1
2012-10-03,95.92133265000001,29.86,22.55,255.92,117.91,145.09,1450.99,15.43,1.2904,1778.54,52.72,172.41
2012-10-04,95.2570476,30.03,22.465,260.47,119.9,146.125,1461.4,14.55,1.3017,1788.55,54.25,173.61
2012-10-05,93.22704963000001,29.85,22.68,258.51,119.31,146.14,1460.93,14.33,1.3033,1780.48,53.65,172.62
2012-10-08,91.16705169000001,29.78,22.51,259.06,119.46,145.642,1455.88,15.11,1.2969,1774.29,53.23,172.05
2012-10-09,90.83562345000001,29.28,21.9,250.96,119.63,144.2,1441.48,16.37,1.2884,1763.54,52.08,170.99
2012-10-10,91.55847987,28.98,21.76,244.99,120.08,143.28,1432.56,16.29,1.2874,1761.94,52.48,170.84
2012-10-11,89.72848170000002,28.95,21.68,244.22,121.99,143.36,1432.84,15.59,1.2926,1768.19,52.49,171.32
2012-10-12,89.95905289800001,29.2,21.4803,242.36,120.2,142.89,1428.59,16.14,1.295,1753.75,51.66,170.06
2012-10-15,90.67990932000001,29.51,21.73,244.18,124.5,144.08,1440.13,15.27,1.2948,1735.49,51.64,168.35
2012-10-16,92.82740717250002,29.49,22.35,243.94,123.22,145.54,1454.92,15.22,1.3052,1747.19,52.67,169.42
2012-10-17,92.08756505520002,29.59,21.79,247.49,124.92,146.2,1460.91,15.07,1.3117,1749.69,53.1103,169.54
2012-10-18,90.37705248,29.495,21.67,244.85,125.15,145.82,1457.34,15.03,1.3065,1741.09,51.52,168.7891
2012-10-19,87.11991288000002,28.64,21.265,240.0,123.62,143.3896,1433.19,17.06,1.3021,1720.4,51.73,166.97
2012-10-22,90.57562371,28.0,21.46,233.78,122.77,143.41,1433.82,16.62,1.3059,1728.84,52.43,167.58
