Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
2002-08-23,39.1974,39.4771,37.5466,34.9564,34.246,31.1868,30.1254,28.4562,27.2618
2002-08-26,39.4661,40.3681,37.5549,35.271,34.4186,31.3145,30.2206,28.5181,27.3
2002-08-27,38.526,39.2431,37.3463,35.3195,34.3092,31.1245,30.0419,28.3976,27.4518
2002-08-28,43.5862,45.1586,41.4723,37.8089,37.0044,32.8988,31.7638,29.8394,28.6479
2002-08-29,47.2494,49.5778,44.6718,40.0693,38.9625,34.6819,33.0753,30.8927,29.6456
2002-08-30,46.8196,48.7024,45.1253,40.1644,38.8734,34.3412,33.0064,30.8768,29.6261
2002-09-02,49.62,53.1335,47.7638,41.8105,40.9285,35.2937,33.6941,31.6273,30.1275
2002-09-03,58.0645,63.1256,55.8118,45.9717,47.1985,38.6784,37.4709,34.4096,32.6883
2002-09-04,57.419,61.6481,55.869,46.3837,47.3254,38.9223,37.5579,34.3913,32.7605
2002-09-05,55.8658,59.2289,54.8533,47.2048,47.5722,38.7141,37.9341,34.5876,32.8614
2002-09-06,48.9287,49.4529,48.8026,44.0755,43.5059,36.8434,35.8214,33.2224,31.8521
2002-09-09,50.8459,52.6933,50.607,47.3768,44.2354,37.2683,36.0564,33.4082,31.9217
2002-09-10,49.3786,49.7842,49.3381,46.8505,43.612,36.6853,35.683,32.8525,31.2947
2002-09-11,45.7648,45.3209,45.7984,43.8839,41.7144,35.8346,34.7307,32.3423,31.1228
2002-09-12,49.7418,50.2935,49.7105,46.7742,44.0579,37.0683,35.9384,33.2503,31.8787
2002-09-13,50.23,48.7799,50.2871,47.4239,45.3571,37.7105,36.635,33.8062,32.3219
2002-09-16,50.939,56.3701,50.8932,48.9517,45.652,37.8712,36.9499,33.8101,32.351
2002-09-17,51.5624,60.2458,51.5384,49.3643,46.3116,38.2051,37.2418,34.0657,32.5046
2002-09-18,56.6891,73.1212,56.7468,52.9644,49.567,40.0578,39.1577,35.6202,33.7934
2002-09-19,57.4877,,57.7627,54.3596,50.7287,40.4249,39.6753,36.0503,34.1598
2002-09-20,55.509,,55.8238,53.6612,50.2962,40.2762,39.4594,35.8544,33.9784
2002-09-23,59.795,60.9542,57.3528,53.3212,41.5965,41.0655,22.4502,37.1308,34.9926
2002-09-24,60.3492,61.6792,58.1514,53.8226,45.6419,41.3916,24.9739,37.319,34.833
2002-09-25,57.4473,58.4339,56.1504,52.4028,44.6354,40.4714,24.9816,36.8395,34.3525
2002-09-26,55.7205,56.3498,55.0514,51.9368,44.3911,40.3834,24.9613,36.6522,34.3718
2002-09-27,56.9539,58.2539,55.8034,52.9394,45.3821,41.0281,26.1911,37.1071,34.6437
2002-09-30,61.3351,63.7743,60.0766,56.4396,47.9993,43.2232,26.7414,38.6397,35.9957
2002-10-01,57.672,58.6261,57.2682,54.4844,46.8453,42.379,26.9975,38.1922,35.592
2002-10-02,57.0608,58.819,56.4348,53.7328,46.246,42.0384,26.9229,37.7963,35.4859
2002-10-03,58.8951,60.7335,58.3518,55.2741,47.2484,42.8537,27.0404,38.3729,35.9274
2002-10-04,60.6608,62.3401,60.2523,57.0936,48.9557,44.1785,27.1221,39.4368,36.875
2002-10-07,61.8977,65.7847,61.3876,57.8136,49.4297,44.5126,27.3381,39.7321,37.1868
2002-10-08,61.1655,63.8716,60.89,57.296,49.2956,44.5701,27.0417,39.7319,37.2677
2002-10-09,58.2038,60.8028,58.0014,55.524,48.2044,43.668,38.0392,39.4302,36.9861
2002-10-10,52.2758,54.9846,52.1188,50.0822,45.0023,41.0495,36.4078,37.6474,35.494
2002-10-11,49.6096,50.163,49.5873,46.8799,43.0462,39.8087,35.3677,36.2021,34.5836
2002-10-14,51.3504,58.8857,51.2856,48.7687,43.9499,40.2809,35.9299,36.7446,34.769
2002-10-15,48.4223,59.1842,48.3919,45.9911,42.0133,38.9627,34.6979,35.7374,33.9161
2002-10-16,51.5132,69.0783,51.5624,47.9566,43.1806,39.8834,35.3285,36.3155,34.4152
2002-10-17,51.0981,,51.3572,47.7701,42.693,39.4994,34.801,36.0815,34.2181
2002-10-18,51.7326,,52.2174,48.4617,43.1724,39.8573,35.1445,36.3839,34.6507
2002-10-21,50.9431,52.0467,48.2392,24.2071,42.5523,39.4374,34.5097,36.0576,34.3795
2002-10-22,51.2168,52.3915,48.9469,45.9082,43.5022,40.122,37.7307,36.3805,34.5696
2002-10-23,52.1633,53.6215,49.8742,46.7305,44.1687,40.6034,38.2006,36.8369,34.9031
2002-10-24,50.2896,51.7402,48.4189,45.6834,43.3026,39.8996,37.6277,36.3468,34.5572
2002-10-25,48.6835,50.231,47.0201,44.4911,42.3663,39.1763,36.9015,35.6555,33.9667
2002-10-28,46.9142,48.4798,45.9053,43.5292,41.3058,38.4173,36.1122,34.8751,33.3444
2002-10-29,49.097,51.2473,47.9112,45.2992,42.8671,39.5618,37.0973,35.6857,34.0258
2002-10-30,46.8489,48.7232,45.9739,43.7853,41.5688,38.5367,36.2725,34.9977,33.449
2002-10-31,45.0719,46.6496,44.4491,42.7365,40.4683,37.7412,35.5433,34.3398,32.9365
2002-11-01,44.7938,46.4804,44.229,42.5341,40.5657,37.8448,35.6634,34.4378,33.0279
2002-11-04,43.362,46.6915,42.6895,41.0732,38.9974,36.4666,34.5709,33.4731,32.2549
2002-11-05,43.231,46.2596,42.7286,40.9755,38.8199,36.366,34.4551,33.3944,32.1813
2002-11-06,44.5788,49.1392,43.9513,41.4787,39.4754,36.8207,34.8011,33.695,32.4254
2002-11-07,46.6151,52.6703,45.9371,43.1305,40.761,37.8607,35.6627,34.43,33.0158
2002-11-08,47.6918,54.432,47.0954,44.0571,41.5708,38.5378,36.1663,34.9122,33.3086
2002-11-11,48.7756,58.731,48.4174,44.9533,42.2486,39.0192,36.501,35.2567,33.5399
2002-11-12,46.0632,56.3879,45.8222,43.2702,40.8996,38.0317,35.764,34.5205,32.8892
2002-11-13,46.1539,58.8671,45.9866,43.4081,41.1654,38.2117,35.9993,34.6502,33.0081
2002-11-14,44.2286,,43.3078,41.1287,39.5639,36.9848,34.9025,33.884,32.3543
2002-11-15,41.6872,,41.1182,39.4786,38.5675,36.1757,34.3906,33.4117,31.9779
2002-11-18,40.2265,40.0931,39.0181,21.6502,37.9646,35.6764,34.1065,33.1457,31.7706
2002-11-19,39.3102,39.2607,38.3311,35.2643,37.6165,35.4641,33.8685,32.9275,31.6848
2002-11-20,38.1328,38.1353,37.9739,35.0813,37.5488,35.6551,34.0148,33.0681,31.8034
2002-11-21,35.6394,35.6465,35.5601,33.6644,36.1732,34.6593,33.1142,32.3484,31.187
2002-11-22,34.8014,34.8374,34.5935,33.0647,35.5595,34.1934,32.6394,31.9085,30.8472
2002-11-25,34.631,34.5525,34.7909,33.1883,35.4923,34.0115,32.8731,32.0899,30.7736
2002-11-26,36.5816,36.8091,36.2136,33.7091,36.3851,34.9246,33.5171,32.5968,31.4034
2002-11-27,34.6328,34.2772,35.0857,32.9932,35.3636,34.0061,32.8083,31.9939,30.8874
2002-11-28,34.2706,34.3414,34.196,32.7334,35.062,33.8815,32.5711,31.7486,30.7108
2002-11-29,35.8342,35.9171,35.7622,33.5019,35.9939,34.5022,33.1828,32.3547,30.9183
2002-12-02,36.7628,38.1978,36.0229,33.851,36.1732,35.0578,33.5348,32.4436,31.4313
2002-12-03,39.7599,41.7363,38.9035,35.638,38.1585,36.5821,34.6755,33.6068,32.2203
2002-12-04,39.4775,41.1103,38.892,35.7529,38.2131,36.4037,34.6357,33.4688,32.1985
2002-12-05,42.4209,45.1342,41.6021,40.5643,40.2311,37.7423,36.0581,34.5703,33.1267
2002-12-06,42.722,44.3614,42.3205,41.0835,40.5971,38.4015,36.1853,35.2457,33.3331
2002-12-09,47.103,51.0425,46.5801,44.9324,43.5552,40.8743,37.9701,36.387,33.9259
2002-12-10,45.2539,47.9315,44.9791,44.2172,42.7202,40.1254,37.4174,36.0373,33.7824
2002-12-11,43.5961,42.9975,43.6413,42.7916,41.9793,39.8084,37.0395,35.8119,34.113
2002-12-12,44.3072,43.9117,44.3294,43.4025,43.0638,39.8098,37.5639,36.2041,34.1261
2002-12-13,44.6646,44.7993,44.6592,43.9892,43.6293,40.0592,37.8077,36.3774,34.3395
2002-12-16,42.4667,44.2818,42.4519,42.1003,42.4875,39.5385,37.0625,35.4906,33.8813
2002-12-17,42.6792,43.8761,42.6761,43.8783,43.4492,39.9378,37.6682,35.965,34.371
2002-12-18,45.5303,46.9642,45.5315,45.4475,45.3314,41.5639,38.7954,36.8851,35.0081
2002-12-19,50.5122,,50.6764,48.4297,48.0283,43.5474,40.3165,38.2166,35.8924
2002-12-20,47.9537,,47.9978,47.6658,48.1267,42.8278,40.4855,38.3411,36.0035
2002-12-23,46.6892,46.5577,46.9979,46.9615,42.7089,39.5796,37.6372,35.5224,34.914
2002-12-27,50.2518,50.6388,49.8461,49.497,43.4119,40.3537,38.4295,36.047,35.616
2002-12-30,51.2125,52.7413,50.2301,49.8374,44.1152,40.5994,38.3245,36.3056,35.0282
2003-01-02,46.5075,46.0551,46.6806,47.147,42.2367,40.0335,37.9371,35.7341,34.3665
2003-01-03,45.3317,43.961,45.7704,46.3477,41.7945,39.6899,37.713,35.4951,34.3997
2003-01-06,44.5907,43.5325,44.792,44.9727,41.6284,38.6477,37.1777,34.7034,34.0997
2003-01-07,44.8683,44.218,44.971,45.2897,41.5411,39.4818,37.3828,34.674,34.147
2003-01-08,45.7169,45.5771,45.735,45.5489,41.3256,39.7129,38.9095,35.4666,34.6674
2003-01-09,43.9305,43.1196,44.0143,44.7032,41.3313,39.2958,37.9268,35.7952,34.4181
2003-01-10,41.4144,37.6411,41.7091,42.5996,40.4081,38.1614,36.8695,35.3246,34.5232
2003-01-13,40.5921,41.413,40.5651,41.5931,39.5649,37.6989,36.6465,34.9927,34.2898
2003-01-14,39.8198,45.1856,39.6997,40.8443,39.2249,37.6131,36.2561,34.9185,34.3865
2003-01-15,39.6235,43.8393,39.5721,40.8299,39.4789,37.6914,36.6535,35.3893,34.6915
2003-01-16,38.3325,,38.9916,40.4558,39.273,37.7426,36.6963,35.439,34.8022
2003-01-17,41.4642,,41.9268,43.1978,40.8539,38.8045,37.9965,36.1673,35.6849
2003-01-20,43.5453,43.5641,43.713,23.2513,41.3754,39.0327,37.8551,36.2116,35.5719
2003-01-21,45.9641,45.9429,45.5474,42.748,42.2642,39.9723,38.7326,36.8134,36.0275
2003-01-22,48.8465,48.8698,47.3709,44.3212,43.4537,40.7704,39.1885,37.3388,36.3605
2003-01-23,47.5728,47.6346,46.8863,43.8288,43.1134,40.7395,39.1245,37.2232,36.5615
2003-01-24,47.1584,47.1579,47.1611,44.0158,43.4494,40.9729,39.4417,37.622,36.682
2003-01-27,53.1365,53.8312,51.6873,47.0671,46.2657,42.9811,41.2507,38.9775,38.053
2003-01-28,52.4122,52.9311,51.5686,47.0826,46.359,43.2644,41.8006,39.179,38.1681
2003-01-29,51.2884,51.3607,51.195,46.8334,45.979,42.9168,41.384,39.121,38.2145
2003-01-30,47.1878,46.8228,47.5684,44.7535,44.3681,41.9263,40.3276,38.5319,37.6751
2003-01-31,44.3548,43.2757,45.2687,43.2391,43.0869,40.8373,39.6785,37.789,36.7414
2003-02-03,42.5437,40.8997,43.3434,42.1947,41.7633,40.0192,38.7693,37.29,36.024
2003-02-04,47.2353,47.6985,47.0402,44.1909,44.3986,41.56,40.3936,38.2078,37.5309
2003-02-05,45.262,45.0016,45.3524,43.4655,42.9929,40.6653,39.9943,37.4818,37.1925
2003-02-06,46.859,45.2307,47.32,44.5073,44.3988,42.0869,40.456,38.6152,37.6628
2003-02-07,46.4025,45.3416,46.6526,44.4829,44.2,42.1353,40.8635,38.9266,37.9723
2003-02-10,45.7916,45.9924,45.7661,44.182,43.8939,41.9274,40.7253,38.8439,37.9237
2003-02-11,43.2461,43.0115,43.2694,41.7444,41.7244,40.0959,39.307,37.5342,36.6369
2003-02-12,44.3671,44.8334,44.3314,42.8427,42.4402,40.9021,39.91,37.8391,36.8474
2003-02-13,44.4014,46.1046,44.3034,45.2946,42.2839,40.3703,39.4882,37.9079,37.1146
2003-02-14,42.5346,44.9049,42.4371,42.7092,41.2699,39.6099,38.6943,37.3472,36.6944
2003-02-17,41.9179,46.8581,41.876,41.4347,40.5125,39.2968,38.4294,37.0389,36.5433
2003-02-18,40.3142,44.4775,40.3031,40.2282,39.4339,38.2931,37.457,36.4629,35.9528
2003-02-19,41.295,52.4119,41.2949,41.3042,39.9685,38.7422,37.8672,36.7356,36.2678
2003-02-20,41.7054,,41.7397,41.3326,40.2573,38.9619,38.1019,36.8515,36.4367
2003-02-21,40.6862,,40.7272,40.4542,39.5769,38.4949,37.6293,36.5657,36.133
2003-02-24,44.6552,45.0712,43.8147,37.1238,41.7862,40.2974,38.8597,37.2825,36.8687
2003-02-25,49.3281,50.5493,47.3587,42.54,44.1076,41.5572,40.2706,38.5775,37.9523
2003-02-26,48.1083,49.0529,46.8996,42.0063,43.9306,41.3155,39.9076,38.2207,37.655
2003-02-27,46.7058,47.4584,45.9268,41.6829,43.1874,41.1066,39.9418,38.024,37.3297
2003-02-28,44.4992,44.9767,44.0955,40.589,42.153,40.2103,39.089,37.5631,36.801
2003-03-03,43.9076,44.7786,43.4839,40.2476,41.6037,39.8009,38.6074,37.2058,36.6095
2003-03-04,44.6128,45.3896,44.2992,40.682,42.233,40.1403,38.9795,37.4496,36.848
2003-03-05,43.6487,44.6081,43.3265,40.5082,41.8366,39.7814,38.9397,37.5502,36.9502
2003-03-06,43.8517,45.0244,43.5257,39.9887,41.6757,39.9225,38.8551,37.162,36.646
2003-03-07,45.0051,46.8338,44.5849,40.5872,42.5642,40.4136,39.32,37.4814,36.5433
2003-03-10,47.1662,50.2587,46.7967,40.9198,43.692,41.2876,39.9342,38.0556,37.4665
2003-03-11,45.2357,46.5801,45.1142,41.8403,42.9567,40.6228,39.3245,37.5503,37.0133
2003-03-12,50.0434,60.6453,49.2557,43.5439,45.4528,42.0914,40.4701,38.2983,37.7234
2003-03-13,45.9769,52.191,45.6576,42.5126,42.5065,40.1397,38.8064,37.0326,36.4578
2003-03-14,46.9511,55.8579,46.6326,42.3881,41.7713,39.3504,38.0638,36.3306,35.8401
2003-03-17,50.3308,74.1526,50.2246,43.6718,42.8739,40.1113,38.6065,36.4479,35.6836
2003-03-18,52.2337,75.278,52.3282,45.8247,44.7048,40.5993,39.0342,36.5693,36.2618
2003-03-19,52.8761,75.9334,53.413,46.4086,45.2251,40.639,38.8651,36.4488,36.1867
2003-03-20,50.454,,51.2466,45.5201,43.7425,40.041,38.7013,36.2254,35.9993
2003-03-21,45.8393,,46.722,42.2877,41.0871,38.2128,37.3505,35.1715,34.9148
2003-03-24,50.1493,52.1477,46.6726,45.4229,41.7351,39.8227,15.3233,36.8463,36.266
2003-03-25,49.7392,52.0337,46.526,45.5316,41.3417,39.4616,27.9711,36.6961,36.7274
2003-03-26,48.0592,50.0845,45.7662,44.641,40.7686,39.0479,37.6586,36.5205,35.9377
2003-03-27,46.6106,48.156,45.1843,44.0099,40.7404,38.9184,37.4217,36.5071,35.9516
2003-03-28,45.9018,47.2552,44.8686,43.788,40.4321,38.6832,37.1935,36.299,35.7603
2003-03-31,48.2735,51.605,46.7438,45.5698,41.5501,39.7955,37.3089,37.1956,36.4108
2003-04-01,46.7424,49.8034,45.5718,44.5139,40.7324,39.1522,36.9515,37.0144,36.2223
2003-04-02,45.0252,48.552,43.8927,42.8473,39.679,37.9668,36.1616,36.0963,35.4946
2003-04-03,45.6902,49.8317,44.5799,43.1649,40.0419,38.1932,36.2837,36.2475,35.6019
2003-04-04,43.9755,47.6606,43.1661,42.2021,39.3036,37.547,35.8819,35.7552,35.2736
2003-04-07,41.4309,47.98,40.6514,39.9452,37.5943,36.0453,34.7432,34.5985,33.9979
2003-04-08,40.5902,44.98,40.195,39.4034,37.2487,35.8334,34.5488,34.4714,33.8784
2003-04-09,39.2142,43.3718,38.9313,38.1885,36.2612,35.0927,33.9967,33.9601,33.3946
2003-04-10,38.4461,44.1374,38.1576,37.919,35.9213,34.7273,33.6146,34.088,33.5097
2003-04-11,37.4965,38.9978,37.4464,36.9351,35.3502,34.3046,33.3676,33.3681,33.0234
2003-04-14,34.807,46.1003,34.7325,34.6525,33.6873,33.261,32.6418,32.7103,32.6167
2003-04-15,32.9605,42.7351,32.9429,33.1105,32.3964,32.2269,31.6588,31.5211,31.8824
2003-04-16,32.7572,,32.7459,33.5385,32.8135,32.4498,31.8074,31.6331,31.555
2003-04-17,32.6018,,32.5741,32.9436,32.6963,32.5861,31.5317,31.5691,31.467
2003-04-22,33.1314,33.0027,33.3704,21.1583,32.8281,32.4371,31.326,31.4135,31.2787
2003-04-23,32.1561,31.7746,32.7253,31.4758,32.3685,31.9372,31.0495,31.0353,31.0531
2003-04-24,32.4102,32.1391,32.7452,31.3464,32.2693,31.7578,30.8741,30.923,31.0363
2003-04-25,33.2202,33.4024,33.0296,31.5239,32.7343,32.2665,31.2889,31.3897,31.3606
2003-04-28,32.1108,32.3898,31.9347,30.7205,31.5342,31.4748,30.9631,31.1595,31.2713
2003-04-29,32.5522,33.3325,32.1284,30.1584,31.5763,31.5484,30.9074,30.8424,30.9711
2003-04-30,31.7994,32.1756,31.6273,30.49,31.095,31.057,30.4513,30.5265,30.7674
2003-05-02,31.7165,31.9253,31.648,30.4385,31.2679,30.938,30.4022,30.4151,30.7756
2003-05-05,31.0244,32.6824,30.6941,29.8475,30.6492,30.2878,30.135,30.1113,30.2168
2003-05-06,30.0871,31.172,29.9106,29.2004,29.747,29.5806,29.3404,29.8398,29.9709
2003-05-07,30.6431,32.697,30.3659,29.2644,30.0192,29.8255,29.533,30.0181,30.542
2003-05-08,34.0207,36.7964,33.7178,31.2818,31.3765,30.5365,29.9625,30.2536,31.154
2003-05-09,32.8871,33.9418,32.799,30.9711,30.909,30.3473,29.6615,29.8433,30.7179
2003-05-12,33.2662,39.038,33.0615,31.1601,31.225,30.5991,29.7891,29.8242,29.7285
2003-05-13,32.6453,40.4121,32.4628,30.6345,30.7025,29.956,29.7658,29.7815,29.6508
2003-05-14,31.2343,41.5371,31.0953,30.0356,30.2693,29.6074,29.2751,29.2187,29.1805
2003-05-15,29.3191,,29.0595,28.4582,28.641,28.4753,28.0817,27.8148,27.7413
2003-05-16,28.641,,28.3357,27.4612,27.4734,27.6914,27.238,26.9701,27.1632
2003-05-19,34.7781,34.3719,30.9603,25.5301,30.6472,29.682,28.5632,28.4205,28.4606
2003-05-20,34.8366,34.7316,32.725,28.7488,31.3303,30.2563,29.0921,28.9049,28.9028
2003-05-21,36.1986,36.2317,34.0662,29.6019,32.8494,31.1872,29.92,29.5577,29.3046
2003-05-22,33.2819,33.3855,32.1164,30.5079,31.0155,29.926,29.2842,28.9169,28.5452
2003-05-23,33.535,33.7826,32.0726,30.8296,30.7853,29.8918,28.8737,28.7296,28.6633
2003-05-26,32.8766,33.2832,32.0293,30.9094,30.8011,29.8294,28.9105,28.7705,28.7054
2003-05-27,32.0214,32.2736,31.6125,30.9663,30.9927,30.0389,28.9722,28.5468,28.4185
2003-05-28,30.7929,30.6931,30.9209,29.52,29.5732,28.7901,28.7504,28.3499,28.1453
2003-05-29,30.4927,30.6741,30.3009,29.6371,29.6718,28.9245,28.8592,28.4457,28.2702
2003-05-30,28.5449,28.0388,28.9762,28.1734,28.782,28.3048,27.7172,27.7221,27.5788
2003-06-02,28.5451,28.8258,28.4035,27.5258,28.2497,27.6378,27.0596,27.3012,27.4307
2003-06-03,30.9219,32.1404,30.3978,29.0673,29.504,28.7099,27.9962,28.0908,27.1745
2003-06-04,29.406,31.4576,28.6561,28.4073,28.5596,27.8661,27.3274,27.6064,27.6437
2003-06-05,30.7454,32.2153,30.3064,29.4909,29.2523,28.4376,27.9113,27.9718,27.7964
2003-06-06,28.3827,29.791,28.0355,27.6613,27.6634,27.9451,26.5431,27.2616,27.5981
2003-06-09,29.6591,32.6358,29.2603,28.1911,28.1814,28.3047,27.1638,27.3115,27.473
2003-06-10,28.0258,29.605,27.864,27.4299,27.3851,27.7555,26.781,27.0617,26.8017
2003-06-11,26.9417,28.4625,26.8224,26.179,26.3714,26.8864,26.0344,26.0348,27.9725
2003-06-12,26.4925,29.7907,26.2942,26.3778,26.6711,26.9836,25.9312,26.0352,25.573
2003-06-13,27.5091,30.8855,27.3655,27.1758,27.1609,27.2915,26.2452,26.3221,26.0212
2003-06-16,26.2888,33.8633,26.2193,25.8656,26.2345,26.4777,26.0157,26.1101,26.007
2003-06-17,27.2542,36.8539,27.2254,26.8362,26.8712,26.7225,26.2487,26.1929,26.2533
2003-06-18,26.9091,38.4662,26.9095,26.8854,26.9187,26.8152,26.3252,26.156,26.2228
2003-06-19,27.2128,,27.1861,27.5061,27.2841,27.4053,26.9426,26.9114,26.9362
2003-06-20,26.1244,,26.0872,26.338,26.7677,27.1115,26.7064,26.667,26.5539
2003-06-23,27.3781,27.2218,27.695,27.6779,27.801,27.2346,27.1562,27.077,26.4126
2003-06-24,28.1487,28.2105,28.0492,28.0246,28.006,27.349,27.3422,27.1462,26.5408
2003-06-25,27.9365,28.1544,27.6532,27.9648,28.0208,27.2583,27.2576,27.1014,26.4443
2003-06-26,26.7974,26.7565,26.8403,27.1492,27.2359,26.9587,26.8943,26.8079,26.1848
2003-06-27,26.5925,26.5929,26.5922,26.8545,27.2414,26.8515,26.7906,26.7226,26.1423
2003-06-30,27.5266,28.1325,27.2182,27.1761,27.571,26.9506,26.8964,26.8134,26.2081
2003-07-01,29.6345,30.4767,29.275,28.7496,28.8355,27.9617,27.2869,27.1922,26.4965
2003-07-02,27.5583,27.8813,27.4448,27.3591,27.5604,27.0666,26.8236,26.7844,26.1796
2003-07-03,28.1493,28.6794,27.994,27.9925,27.9048,27.2572,26.9515,26.8301,26.1968
2003-07-04,27.1119,28.0244,26.8892,27.1558,27.5423,26.9226,26.7284,26.6266,26.0957
2003-07-07,25.8141,26.5057,25.7252,26.0667,26.1859,25.9856,25.7972,26.0064,25.6824
2003-07-08,26.27,28.4843,26.0397,26.6493,26.7032,26.3462,25.8638,26.0649,25.7844
2003-07-09,26.3162,28.2788,26.1609,26.5896,26.6949,26.4991,26.1583,26.1597,25.7136
2003-07-10,26.8356,29.152,26.6989,27.1342,27.0625,26.7966,26.4926,26.448,25.8506
2003-07-11,25.9483,27.1229,25.9003,26.2838,26.4623,26.2118,25.9769,26.0421,25.6991
2003-07-14,25.7826,32.1955,25.7247,25.9349,26.0581,25.6993,25.6819,25.7102,25.4718
2003-07-15,26.1626,33.4167,26.1416,26.2822,26.5161,25.913,25.8764,25.8525,25.5832
2003-07-16,25.9619,33.5726,25.9535,26.5425,26.6755,26.3168,25.9513,25.7834,25.4574
2003-07-17,28.6285,,28.6642,28.1828,28.2798,27.2818,27.1073,26.7053,25.6953
2003-07-18,28.1497,,28.2434,27.5322,27.8475,27.0299,26.62,26.494,25.5694
2003-07-21,29.2513,29.2534,29.2465,24.2785,28.3081,27.6125,27.3188,26.8824,25.8215
2003-07-22,28.0752,28.1066,28.0164,25.9988,27.8731,27.2812,27.0528,26.7447,25.6424
2003-07-23,27.3724,27.1564,27.6963,25.8291,27.8517,27.2215,27.0011,26.7414,25.5289
2003-07-24,25.6581,25.301,26.0969,25.067,26.881,26.4221,26.2386,26.2866,25.3054
2003-07-25,25.7282,25.1608,26.3054,24.9922,26.9564,26.2884,26.1735,26.2281,25.3185
2003-07-28,25.7187,25.2179,26.0278,24.7363,26.6585,26.1463,26.0282,26.1231,25.2568
2003-07-29,25.8016,25.8831,25.758,24.9205,26.6328,25.9578,26.0715,25.9758,25.3062
2003-07-30,25.3825,25.1867,25.4708,24.8477,26.4416,25.8272,25.7657,25.8706,25.2122
2003-07-31,24.5429,24.253,24.6537,24.3616,25.4799,25.1306,25.234,25.3276,24.8064
2003-08-01,25.3035,25.0067,25.3996,24.6407,26.1832,25.4849,25.4944,25.5774,24.7317
2003-08-04,27.3256,28.8494,27.0216,25.0896,26.4977,25.8491,25.9912,25.6626,24.8398
2003-08-05,26.6219,27.9555,26.4032,25.302,26.5101,25.8069,25.6802,25.3588,24.7446
2003-08-06,29.2786,30.8453,29.0688,28.5038,28.2929,27.1394,27.196,25.9605,25.7069
2003-08-07,29.9674,31.3383,29.8207,29.4839,29.0533,27.3553,27.2615,26.1855,25.7568
2003-08-08,28.7576,29.2763,28.7145,28.4544,28.4149,27.0087,26.9487,26.1724,25.948
2003-08-11,27.9171,30.9197,27.814,28.0918,27.6986,26.8163,26.7732,26.094,25.6815
2003-08-12,26.8908,30.3081,26.8146,27.1192,27.3524,26.599,26.4439,26.2032,25.5876
2003-08-13,26.7891,32.9517,26.7096,27.1699,27.2955,26.5972,26.4787,26.2204,25.5669
2003-08-14,24.6277,,25.0151,25.8778,26.5746,26.1125,26.1214,25.9327,25.2148
2003-08-15,24.515,,24.8267,25.681,26.4534,26.2451,26.1215,25.9215,25.2209
2003-08-18,24.1254,24.2325,25.0662,22.3019,25.8381,25.943,26.0284,25.966,25.1495
2003-08-19,24.339,24.3697,24.9331,22.3314,25.6714,25.8752,25.8563,25.7822,25.1254
2003-08-20,24.2803,24.2665,25.1254,22.3936,25.9268,25.953,26.1022,26.0286,25.1226
2003-08-21,23.5136,23.4122,24.605,22.0444,25.4868,25.5675,25.7819,25.5496,25.0001
2003-08-22,23.8211,23.6689,24.6792,22.1356,25.3736,25.7586,25.7232,25.7984,25.025
2003-08-25,24.8533,24.6,25.363,24.8178,25.8081,25.8626,25.8835,25.8989,25.0998
2003-08-26,26.4876,26.3464,26.7126,25.5793,26.7027,26.6994,26.267,26.4049,25.4309
2003-08-27,25.3343,25.206,25.4988,25.5697,26.0644,26.0851,35.4703,25.3874,25.5546
2003-08-28,24.5186,24.2104,24.8383,24.9958,25.7817,25.7457,25.4515,25.6022,25.3604
2003-08-29,24.6592,24.2614,24.9986,24.9109,25.8658,25.8416,25.6475,25.5293,25.4223
2003-09-01,24.7087,24.9944,24.5644,24.3731,25.5813,25.6623,25.7382,25.4492,25.1368
2003-09-02,26.0787,26.51,25.8962,25.8056,26.4004,26.1177,26.2683,25.7874,25.5019
2003-09-03,25.7759,25.7015,25.8018,25.4856,26.2584,26.1561,26.2363,25.5807,25.3137
2003-09-04,25.206,24.8725,25.3017,25.3829,26.0194,26.0738,26.0556,25.9981,25.3115
2003-09-05,25.1135,24.1118,25.3471,25.4033,26.0068,26.1758,26.3132,26.1986,25.8865
2003-09-08,24.8887,24.4129,24.9484,25.1209,25.7318,25.9447,26.2117,25.9841,25.6387
2003-09-09,25.9101,26.2427,25.8769,26.0378,26.5902,26.4521,26.4699,26.3269,25.7429
2003-09-10,26.9681,27.8053,26.9034,26.8095,27.2011,26.9653,26.8595,26.6252,25.964
2003-09-11,26.4805,27.1889,26.4399,26.5617,27.0821,27.0106,26.7426,26.4202,25.9138
2003-09-12,27.6603,29.4573,27.586,27.5386,27.994,27.8789,27.5207,26.7454,26.144
2003-09-15,26.5884,29.7012,26.562,26.9654,27.2349,27.3758,27.3449,26.7952,26.2357
2003-09-16,24.5871,25.7228,24.5842,25.3139,25.9687,26.488,26.6338,26.5547,26.068
2003-09-17,24.0362,26.8608,24.0213,25.0585,25.6394,26.2081,26.3823,26.0916,25.7715
2003-09-18,22.9601,,22.852,24.2595,24.7131,25.588,25.8229,25.5452,25.9294
2003-09-19,23.9923,,23.8581,24.8472,25.2712,25.8527,26.0294,25.9525,25.6667
2003-09-22,28.8897,29.1742,28.2073,28.2582,27.9254,27.682,11.9896,27.173,26.6963
