Date,Time,OpenBid,HighBid,LowBid,CloseBid,OpenAsk,HighAsk,LowAsk,CloseAsk,TotalTicks
6/21/2009,21:00:00,1.39439,1.39543,1.3826,1.38635,1.39461,1.3963,1.38273,1.38745,64109
6/22/2009,21:00:00,1.38635,1.41086,1.3828,1.40763,1.38745,1.4109,1.38297,1.4078,70348
6/23/2009,21:00:00,1.40763,1.41379,1.38879,1.3927,1.4078,1.41388,1.38893,1.3932,75567
6/24/2009,21:00:00,1.3927,1.40132,1.38886,1.3985,1.3932,1.40144,1.38899,1.399,71566
6/25/2009,21:00:00,1.3985,1.41176,1.3981,1.40673,1.399,1.41188,1.39837,1.4069,62195
6/28/2009,21:00:00,1.40673,1.41027,1.39827,1.40795,1.4069,1.41039,1.39835,1.40855,56522
6/29/2009,21:00:00,1.40795,1.4152,1.40004,1.40311,1.40855,1.41528,1.4002,1.4035,57354
6/30/2009,21:00:00,1.40311,1.42005,1.40009,1.4139,1.4035,1.4202,1.40024,1.4144,71372
7/1/2009,21:00:00,1.4139,1.41536,1.39888,1.4002,1.4144,1.41555,1.39902,1.4005,72749
7/2/2009,21:00:00,1.4002,1.40272,1.39265,1.39759,1.4005,1.40283,1.39304,1.3979,39217
7/5/2009,21:00:00,1.39759,1.39976,1.38761,1.3982,1.3979,1.3999,1.38774,1.3986,60098
7/6/2009,21:00:00,1.3982,1.40498,1.39031,1.3919,1.3986,1.40508,1.39045,1.39189,68200
7/7/2009,21:00:00,1.3919,1.39376,1.38324,1.3881,1.39189,1.39388,1.38336,1.38861,72149
7/8/2009,21:00:00,1.3881,1.40716,1.3858,1.40168,1.38861,1.40728,1.38596,1.40211,73522
7/9/2009,21:00:00,1.40168,1.40298,1.38781,1.39478,1.40211,1.40311,1.38794,1.39491,66240
7/12/2009,21:00:00,1.39478,1.40009,1.38968,1.39753,1.39491,1.40024,1.38982,1.39785,65961
7/13/2009,21:00:00,1.39753,1.4014,1.39111,1.3965,1.39785,1.40148,1.39121,1.3968,69792
7/14/2009,21:00:00,1.3965,1.41348,1.39629,1.4105,1.3968,1.41353,1.39644,1.4108,63756
7/15/2009,21:00:00,1.4105,1.41655,1.40552,1.4146,1.4108,1.4167,1.40565,1.415,68438
7/16/2009,21:00:00,1.4146,1.41497,1.40626,1.40994,1.415,1.4153,1.40636,1.41003,59672
7/19/2009,21:00:00,1.40994,1.42485,1.40918,1.4229,1.41003,1.42494,1.40985,1.4234,58550
7/20/2009,21:00:00,1.4229,1.42766,1.41631,1.4223,1.4234,1.42778,1.41643,1.4228,60917
7/21/2009,21:00:00,1.4223,1.42568,1.41556,1.42175,1.4228,1.42574,1.41569,1.42225,59515
7/22/2009,21:00:00,1.42175,1.42907,1.41187,1.41408,1.42225,1.42921,1.41206,1.41453,67009
7/23/2009,21:00:00,1.41408,1.42531,1.41346,1.42139,1.41453,1.42545,1.4136,1.42156,53358
7/26/2009,21:00:00,1.42139,1.42974,1.41709,1.42294,1.42156,1.42989,1.41727,1.42327,61717
7/27/2009,21:00:00,1.42294,1.43039,1.41301,1.4166,1.42327,1.43052,1.41314,1.4169,55092
7/28/2009,21:00:00,1.4166,1.41949,1.4007,1.40475,1.4169,1.41959,1.40084,1.40525,61824
7/29/2009,21:00:00,1.40475,1.4095,1.40086,1.4074,1.40525,1.40956,1.40099,1.4077,58653
7/30/2009,21:00:00,1.4074,1.4279,1.40635,1.42517,1.4077,1.42803,1.40648,1.42526,58887
8/2/2009,21:00:00,1.42517,1.44445,1.4206,1.4413,1.42526,1.44458,1.42071,1.4416,68861
8/3/2009,21:00:00,1.4413,1.44311,1.43668,1.44061,1.4416,1.44324,1.43681,1.441,63400
8/4/2009,21:00:00,1.44061,1.44466,1.4355,1.4402,1.441,1.44477,1.4356,1.4406,63265
8/5/2009,21:00:00,1.4402,1.44308,1.43289,1.4344,1.4406,1.4432,1.43302,1.4349,62661
8/6/2009,21:00:00,1.4344,1.44136,1.41536,1.41706,1.4349,1.44156,1.41549,1.41724,57297
8/9/2009,21:00:00,1.41706,1.42182,1.41041,1.4139,1.41724,1.42194,1.41054,1.4142,50174
8/10/2009,21:00:00,1.4139,1.41847,1.41096,1.41465,1.4142,1.41858,1.41111,1.41525,50564
8/11/2009,21:00:00,1.41465,1.42466,1.40859,1.41805,1.41525,1.4248,1.40873,1.41905,64619
8/12/2009,21:00:00,1.41805,1.43265,1.41805,1.42895,1.41905,1.43278,1.41824,1.42955,58563
8/13/2009,21:00:00,1.42895,1.43064,1.416,1.41886,1.42955,1.43074,1.41613,1.41904,51626
8/16/2009,21:00:00,1.41886,1.41943,1.40451,1.4081,1.41904,1.41962,1.40462,1.4084,57747
8/17/2009,21:00:00,1.4081,1.41544,1.40671,1.4134,1.4084,1.41556,1.40684,1.4137,53507
8/18/2009,21:00:00,1.4134,1.42666,1.40842,1.4222,1.4137,1.42678,1.40855,1.4225,57110
8/19/2009,21:00:00,1.4222,1.42751,1.42004,1.4252,1.4225,1.42757,1.42013,1.4255,50399
8/20/2009,21:00:00,1.4252,1.43758,1.42081,1.43356,1.4255,1.43766,1.42094,1.43364,57043
8/23/2009,21:00:00,1.43356,1.43586,1.42801,1.4302,1.43364,1.43598,1.42814,1.4305,44340
8/24/2009,21:00:00,1.4302,1.4361,1.42526,1.4296,1.4305,1.43646,1.42529,1.4299,54074
8/25/2009,21:00:00,1.4296,1.43506,1.42061,1.4254,1.4299,1.43556,1.42069,1.4257,53760
8/26/2009,21:00:00,1.4254,1.4406,1.4219,1.43385,1.4257,1.44075,1.42203,1.43435,52632
8/27/2009,21:00:00,1.43385,1.43878,1.42811,1.42996,1.43435,1.43888,1.42822,1.43008,49003
8/30/2009,21:00:00,1.42996,1.43668,1.42561,1.43314,1.43008,1.43681,1.42571,1.43349,47505
8/31/2009,21:00:00,1.43314,1.43773,1.41768,1.4221,1.43349,1.43783,1.41777,1.4226,56941
9/1/2009,21:00:00,1.4221,1.42939,1.41891,1.4262,1.4226,1.42952,1.41904,1.4267,59431
9/2/2009,21:00:00,1.4262,1.43462,1.42359,1.425,1.4267,1.4352,1.42369,1.4253,53091
9/3/2009,21:00:00,1.425,1.43266,1.4191,1.43035,1.4253,1.43279,1.41922,1.43048,48023
9/6/2009,21:00:00,1.43035,1.43604,1.42975,1.4331,1.43048,1.43605,1.4301,1.4334,29263
9/7/2009,21:00:00,1.4331,1.45346,1.43281,1.4476,1.4334,1.45358,1.43294,1.4479,59655
9/8/2009,21:00:00,1.4476,1.45995,1.44661,1.45548,1.4479,1.46008,1.44673,1.45593,60022
9/9/2009,21:00:00,1.45548,1.46126,1.45021,1.458,1.45593,1.46141,1.45034,1.4583,59498
9/10/2009,21:00:00,1.458,1.46348,1.45529,1.45822,1.4583,1.46357,1.45544,1.45832,55672
9/13/2009,21:00:00,1.45822,1.46519,1.45151,1.4616,1.45832,1.46532,1.45164,1.4619,57181
9/14/2009,21:00:00,1.4616,1.46853,1.45607,1.4655,1.4619,1.46863,1.45619,1.466,59768
9/15/2009,21:00:00,1.4655,1.47366,1.46412,1.47055,1.466,1.47378,1.46422,1.47135,59404
9/16/2009,21:00:00,1.47055,1.47667,1.46881,1.4739,1.47135,1.47678,1.46894,1.4743,54383
9/17/2009,21:00:00,1.4739,1.47476,1.46471,1.47016,1.4743,1.47489,1.46479,1.47034,48304
9/20/2009,21:00:00,1.47037,1.47129,1.46111,1.4678,1.47092,1.47141,1.46121,1.4681,49650
9/21/2009,21:00:00,1.4678,1.48216,1.46709,1.4789,1.4681,1.48226,1.46722,1.47929,46846
9/22/2009,21:00:00,1.4789,1.48437,1.47276,1.47321,1.47929,1.48448,1.47292,1.47371,58270
9/23/2009,21:00:00,1.47321,1.48027,1.4628,1.4664,1.47371,1.48028,1.46284,1.4668,65821
9/24/2009,21:00:00,1.4664,1.47238,1.4614,1.4669,1.4668,1.47248,1.46153,1.46699,66735
9/27/2009,21:00:00,1.46994,1.47195,1.45641,1.46211,1.47084,1.47211,1.45651,1.46241,60133
9/28/2009,21:00:00,1.46211,1.46456,1.45268,1.45861,1.46241,1.46468,1.45281,1.45891,78841
9/29/2009,21:00:00,1.45861,1.4673,1.45748,1.46394,1.45891,1.46742,1.45761,1.46494,67386
9/30/2009,21:00:00,1.46394,1.46676,1.45172,1.45429,1.46494,1.46686,1.45185,1.45479,59017
10/1/2009,21:00:00,1.45429,1.46477,1.44805,1.45737,1.45479,1.4649,1.4482,1.45744,52562
10/4/2009,21:00:00,1.45737,1.46693,1.45737,1.46465,1.45744,1.46698,1.45744,1.4649,50393
10/5/2009,21:00:00,1.46465,1.47619,1.4645,1.4721,1.4649,1.47631,1.46468,1.4725,57921
10/6/2009,21:00:00,1.4721,1.47368,1.46501,1.46888,1.4725,1.4738,1.46514,1.46928,56801
10/7/2009,21:00:00,1.46888,1.48168,1.46771,1.47938,1.46928,1.48181,1.46834,1.47973,62757
10/8/2009,21:00:00,1.47938,1.47967,1.46731,1.47112,1.47973,1.47978,1.46744,1.47122,59371
10/11/2009,21:00:00,1.47112,1.4813,1.46761,1.4771,1.47122,1.48139,1.46774,1.4776,42987
10/12/2009,21:00:00,1.4771,1.48759,1.47615,1.4852,1.4776,1.48768,1.47628,1.4855,61336
10/13/2009,21:00:00,1.4852,1.49461,1.48381,1.49238,1.4855,1.49474,1.48394,1.49357,63840
10/14/2009,21:00:00,1.49238,1.49672,1.48427,1.4947,1.49357,1.49678,1.48441,1.4949,65275
10/15/2009,21:00:00,1.4947,1.49667,1.48484,1.48939,1.4949,1.49678,1.48497,1.48952,64788
10/18/2009,21:00:00,1.48939,1.49656,1.48281,1.49622,1.48952,1.49668,1.48294,1.49667,57192
10/19/2009,21:00:00,1.49622,1.49936,1.48821,1.49438,1.49667,1.49943,1.48834,1.49478,57969
10/20/2009,21:00:00,1.49438,1.5046,1.48881,1.5015,1.49478,1.50468,1.48894,1.5018,69387
10/21/2009,21:00:00,1.5015,1.50377,1.49436,1.50315,1.5018,1.5039,1.49445,1.5033,66394
10/22/2009,21:00:00,1.50315,1.506,1.49851,1.49965,1.5033,1.50608,1.49864,1.49976,70633
10/25/2009,21:00:00,1.49965,1.50626,1.48444,1.48749,1.49976,1.50634,1.48455,1.48769,56115
10/26/2009,21:00:00,1.48749,1.49269,1.47701,1.48021,1.48769,1.49278,1.47711,1.48056,71751
10/27/2009,21:00:00,1.48021,1.48406,1.46902,1.47041,1.48056,1.48418,1.4692,1.47071,73760
10/28/2009,21:00:00,1.47041,1.48581,1.46828,1.48201,1.47071,1.48593,1.46838,1.48231,65041
10/29/2009,21:00:00,1.48201,1.4858,1.47111,1.47121,1.48231,1.48587,1.47124,1.47136,66019
11/1/2009,22:00:00,1.47121,1.48447,1.46848,1.4774,1.47136,1.48458,1.46855,1.4777,65086
11/2/2009,22:00:00,1.4774,1.48104,1.46261,1.47209,1.4777,1.48117,1.46272,1.47259,75175
11/3/2009,22:00:00,1.47209,1.49084,1.47021,1.48592,1.47259,1.49099,1.47031,1.48622,60547
11/4/2009,22:00:00,1.48592,1.49174,1.48111,1.4868,1.48622,1.49189,1.48122,1.4873,58374
11/5/2009,22:00:00,1.4868,1.4914,1.48131,1.48452,1.4873,1.49147,1.48142,1.48465,50517
11/8/2009,22:00:00,1.48452,1.50196,1.48452,1.49959,1.48465,1.50208,1.48465,1.50009,54424
11/9/2009,22:00:00,1.49959,1.50199,1.49376,1.49918,1.50009,1.50215,1.49391,1.49918,60362
11/10/2009,22:00:00,1.49918,1.50477,1.49531,1.4986,1.49918,1.50488,1.49544,1.4989,50781
11/11/2009,22:00:00,1.4986,1.50156,1.48209,1.48495,1.4989,1.50167,1.48222,1.4854,62229
11/12/2009,22:00:00,1.48495,1.49376,1.48241,1.49207,1.4854,1.49388,1.48254,1.49223,49574
11/15/2009,22:00:00,1.49207,1.5015,1.48805,1.49687,1.49223,1.50163,1.48816,1.49722,55531
11/16/2009,22:00:00,1.49687,1.49986,1.48075,1.4875,1.49722,1.49994,1.48084,1.4878,63437
11/17/2009,22:00:00,1.4875,1.49903,1.48586,1.49614,1.4878,1.4991,1.48599,1.49649,57114
11/18/2009,22:00:00,1.49614,1.4965,1.48431,1.49228,1.49649,1.49663,1.4844,1.49278,60171
11/19/2009,22:00:00,1.49228,1.49351,1.48003,1.48611,1.49278,1.49364,1.48017,1.48622,57066
11/22/2009,22:00:00,1.48611,1.49988,1.483,1.49592,1.48622,1.50001,1.4836,1.49622,48869
11/23/2009,22:00:00,1.49592,1.49879,1.48881,1.49659,1.49622,1.49892,1.48893,1.49699,61409
11/24/2009,22:00:00,1.49659,1.51437,1.49551,1.51322,1.49699,1.51449,1.49564,1.51352,59964
11/25/2009,22:00:00,1.51322,1.5141,1.49587,1.50173,1.51352,1.51418,1.49604,1.50227,49136
11/26/2009,22:00:00,1.50173,1.50173,1.48278,1.49669,1.50227,1.50227,1.48291,1.49684,70478
11/29/2009,22:00:00,1.49669,1.50831,1.49629,1.50048,1.49684,1.50843,1.49648,1.50061,70221
11/30/2009,22:00:00,1.50048,1.51167,1.49706,1.50788,1.50061,1.51178,1.49719,1.50818,55228
12/1/2009,22:00:00,1.50788,1.5109,1.50317,1.50435,1.50818,1.511,1.50331,1.50455,53531
12/2/2009,22:00:00,1.50435,1.51407,1.50416,1.50505,1.50455,1.51421,1.50429,1.50555,55241
12/3/2009,22:00:00,1.50505,1.50906,1.48216,1.48461,1.50555,1.50918,1.48222,1.48478,56064
12/6/2009,22:00:00,1.48461,1.49048,1.47558,1.4825,1.48478,1.49053,1.47571,1.4829,67915
12/7/2009,22:00:00,1.4825,1.48667,1.46806,1.47019,1.4829,1.48674,1.46816,1.47039,74158
12/8/2009,22:00:00,1.47019,1.47814,1.46681,1.4723,1.47039,1.47825,1.46694,1.4726,69276
12/9/2009,22:00:00,1.4723,1.47596,1.46831,1.47295,1.4726,1.47608,1.46843,1.4734,59791
12/10/2009,22:00:00,1.47295,1.47756,1.45856,1.46277,1.4734,1.47768,1.45867,1.46288,55560
12/13/2009,22:00:00,1.46277,1.4685,1.4596,1.46541,1.46288,1.46861,1.45997,1.46589,52727
12/14/2009,22:00:00,1.46541,1.46627,1.45031,1.45359,1.46589,1.46659,1.45043,1.45389,54595
12/15/2009,22:00:00,1.45359,1.45902,1.45051,1.4529,1.45389,1.45912,1.45064,1.4534,59274
12/16/2009,22:00:00,1.4529,1.45355,1.43036,1.43356,1.4534,1.45405,1.43046,1.43401,67923
12/17/2009,22:00:00,1.43356,1.44119,1.42609,1.4334,1.43401,1.44123,1.42621,1.43349,57957
12/20/2009,22:00:00,1.4334,1.43727,1.42666,1.42755,1.43349,1.43738,1.42681,1.42805,41917
12/21/2009,22:00:00,1.42755,1.43315,1.42169,1.42444,1.42805,1.43327,1.42182,1.42514,45524
12/22/2009,22:00:00,1.42444,1.43657,1.42337,1.4333,1.42514,1.43671,1.4235,1.43406,38921
12/23/2009,22:00:00,1.4333,1.44174,1.43228,1.43633,1.43406,1.44184,1.43245,1.43651,18626
12/27/2009,22:00:00,1.43633,1.44129,1.4353,1.43771,1.43651,1.44142,1.43546,1.4381,22443
12/28/2009,22:00:00,1.43771,1.44577,1.43311,1.4351,1.4381,1.4459,1.43324,1.4356,33538
12/29/2009,22:00:00,1.4351,1.43607,1.42729,1.43366,1.4356,1.43618,1.42743,1.43409,35601
12/30/2009,22:00:00,1.43366,1.44398,1.43059,1.43319,1.43409,1.44418,1.43074,1.4333,26820
1/3/2010,22:00:00,1.43319,1.44552,1.4257,1.44112,1.4333,1.44561,1.42585,1.44142,55015
1/4/2010,22:00:00,1.44112,1.44838,1.43457,1.43624,1.44142,1.44843,1.4347,1.43674,60382
1/5/2010,22:00:00,1.43624,1.44346,1.42821,1.44059,1.43674,1.44355,1.42833,1.44089,58258
1/6/2010,22:00:00,1.44059,1.44466,1.42985,1.43052,1.44089,1.44474,1.42998,1.43102,56049
1/7/2010,22:00:00,1.43052,1.44387,1.42631,1.44146,1.43102,1.44397,1.42644,1.44154,58253
1/10/2010,22:00:00,1.44146,1.45558,1.44075,1.451,1.44154,1.45571,1.44094,1.4515,52294
1/11/2010,22:00:00,1.451,1.45455,1.44531,1.44829,1.4515,1.45463,1.44542,1.44879,60365
1/12/2010,22:00:00,1.44829,1.45787,1.44561,1.4509,1.44879,1.45798,1.44571,1.4512,61073
1/13/2010,22:00:00,1.4509,1.45556,1.44455,1.44972,1.4512,1.45565,1.44473,1.45032,53425
1/14/2010,22:00:00,1.44972,1.45116,1.43361,1.43793,1.45032,1.45128,1.43374,1.43798,61299
1/17/2010,22:00:00,1.43793,1.43995,1.43346,1.43803,1.43798,1.44011,1.43355,1.43867,32593
1/18/2010,22:00:00,1.43803,1.44136,1.42521,1.42864,1.43867,1.44148,1.42534,1.42894,59155
1/19/2010,22:00:00,1.42864,1.42951,1.40803,1.4105,1.42894,1.42964,1.40815,1.4108,75589
1/20/2010,22:00:00,1.4105,1.41428,1.40287,1.40825,1.4108,1.41438,1.40299,1.40865,74220
1/21/2010,22:00:00,1.40825,1.41816,1.40656,1.41573,1.40865,1.41824,1.40669,1.41588,56092
1/24/2010,22:00:00,1.41573,1.41937,1.41281,1.41488,1.41588,1.41945,1.41291,1.41533,53939
1/25/2010,22:00:00,1.41488,1.41787,1.40419,1.407,1.41533,1.41798,1.40431,1.4075,69539
1/26/2010,22:00:00,1.407,1.4096,1.39936,1.40206,1.4075,1.4097,1.39947,1.40256,71455
1/27/2010,22:00:00,1.40206,1.4052,1.3936,1.39686,1.40256,1.40531,1.39364,1.39749,71463
1/28/2010,22:00:00,1.39686,1.39867,1.38621,1.38641,1.39749,1.39878,1.38634,1.38652,70267
1/31/2010,22:00:00,1.38641,1.39381,1.38521,1.39287,1.38652,1.39393,1.38536,1.39327,59297
2/1/2010,22:00:00,1.39287,1.39743,1.38861,1.39629,1.39327,1.39753,1.38873,1.39659,56675
2/2/2010,22:00:00,1.39629,1.40256,1.38852,1.38912,1.39659,1.40268,1.38864,1.38952,60247
2/3/2010,22:00:00,1.38912,1.39021,1.37194,1.3721,1.38952,1.39031,1.3724,1.3725,67440
2/4/2010,22:00:00,1.3721,1.37459,1.35851,1.36631,1.3725,1.37463,1.35862,1.36642,85224
2/7/2010,22:00:00,1.36631,1.37129,1.36209,1.3647,1.36642,1.37138,1.36222,1.3651,65678
2/8/2010,22:00:00,1.3647,1.38387,1.36428,1.37951,1.3651,1.38398,1.36441,1.3799,76138
2/9/2010,22:00:00,1.37951,1.38121,1.36761,1.37349,1.3799,1.38133,1.3677,1.37402,71826
2/10/2010,22:00:00,1.37349,1.38006,1.35951,1.36917,1.37402,1.38017,1.35963,1.36947,74430
2/11/2010,22:00:00,1.36917,1.36947,1.35315,1.36171,1.36947,1.36958,1.35324,1.36181,70533
2/14/2010,22:00:00,1.36171,1.36335,1.35784,1.35972,1.36181,1.3634,1.35794,1.36012,31888
2/15/2010,22:00:00,1.35972,1.37785,1.35881,1.37693,1.36012,1.37793,1.35894,1.37726,55129
2/16/2010,22:00:00,1.37693,1.37881,1.35856,1.36063,1.37726,1.37893,1.35864,1.3609,58215
2/17/2010,22:00:00,1.36063,1.3654,1.34946,1.35244,1.3609,1.36553,1.34983,1.35306,67077
2/18/2010,22:00:00,1.35244,1.3607,1.34445,1.35946,1.35306,1.3608,1.34454,1.35958,72813
2/21/2010,22:00:00,1.35946,1.36531,1.35731,1.35942,1.35958,1.36543,1.35743,1.35969,54530
2/22/2010,22:00:00,1.35942,1.36919,1.34962,1.35046,1.35969,1.36939,1.34975,1.35094,69181
2/23/2010,22:00:00,1.35046,1.36252,1.35013,1.35388,1.35094,1.36279,1.35027,1.35415,58205
2/24/2010,22:00:00,1.35388,1.35704,1.3451,1.35464,1.35415,1.35712,1.34522,1.35497,73519
2/25/2010,22:00:00,1.35464,1.36828,1.35301,1.36151,1.35497,1.36837,1.35314,1.36164,69144
2/28/2010,22:00:00,1.36151,1.36537,1.34601,1.35586,1.36164,1.36548,1.34613,1.35619,72534
3/1/2010,22:00:00,1.35586,1.36214,1.34345,1.36129,1.35619,1.36225,1.34362,1.36162,71895
3/2/2010,22:00:00,1.36129,1.37357,1.35922,1.3695,1.36162,1.37364,1.35931,1.36977,73296
3/3/2010,22:00:00,1.3695,1.37119,1.35506,1.35792,1.36977,1.37128,1.3552,1.35825,65470
3/4/2010,22:00:00,1.35792,1.36296,1.353,1.362,1.35825,1.36305,1.35314,1.36211,48888
3/7/2010,22:00:00,1.362,1.3704,1.36051,1.36328,1.36211,1.37048,1.36062,1.36361,50469
3/8/2010,22:00:00,1.36328,1.36348,1.35371,1.36,1.36361,1.36363,1.35381,1.36027,60735
3/9/2010,22:00:00,1.36,1.3679,1.3544,1.3655,1.36027,1.36799,1.35451,1.36583,61158
3/10/2010,22:00:00,1.3655,1.36869,1.36206,1.36794,1.36583,1.36878,1.36215,1.36827,51182
3/11/2010,22:00:00,1.36794,1.37957,1.36691,1.37611,1.36827,1.37969,1.36701,1.37624,56170
3/14/2010,21:00:00,1.37611,1.37752,1.3639,1.36747,1.37624,1.37761,1.36402,1.36759,46334
3/15/2010,21:00:00,1.36747,1.37828,1.36561,1.37705,1.36759,1.37841,1.36574,1.37745,49241
3/16/2010,21:00:00,1.37705,1.38178,1.3726,1.37341,1.37745,1.38188,1.37272,1.37349,51269
3/17/2010,21:00:00,1.37341,1.37405,1.35861,1.36066,1.37349,1.37414,1.35872,1.36089,54379
3/18/2010,21:00:00,1.36066,1.36262,1.35026,1.35351,1.36089,1.36273,1.35034,1.35361,51714
3/21/2010,21:00:00,1.35351,1.35678,1.34636,1.35567,1.35361,1.35688,1.34642,1.35605,51083
3/22/2010,21:00:00,1.35567,1.35688,1.34754,1.34966,1.35605,1.35698,1.34764,1.34999,56999
3/23/2010,21:00:00,1.34966,1.35063,1.33112,1.33124,1.34999,1.35069,1.33133,1.33157,69398
3/24/2010,21:00:00,1.33124,1.3387,1.32672,1.32697,1.33157,1.33878,1.32686,1.32735,67723
3/25/2010,21:00:00,1.32697,1.34246,1.32672,1.3422,1.32735,1.34255,1.32685,1.34229,62571
3/28/2010,21:00:00,1.3422,1.3506,1.34186,1.3481,1.34229,1.35069,1.34197,1.34837,51156
3/29/2010,21:00:00,1.3481,1.35367,1.33951,1.34123,1.34837,1.35378,1.33961,1.3415,47490
3/30/2010,21:00:00,1.34123,1.35477,1.3384,1.35075,1.3415,1.35488,1.33849,1.35108,55969
3/31/2010,21:00:00,1.35075,1.35901,1.34598,1.35867,1.35108,1.35928,1.34611,1.35905,53295
4/1/2010,21:00:00,1.35867,1.35905,1.34748,1.34895,1.35905,1.35913,1.34763,1.34914,22939
4/4/2010,21:00:00,1.34895,1.35376,1.346,1.34829,1.34914,1.35388,1.34614,1.34862,24003
4/5/2010,21:00:00,1.34829,1.34963,1.3355,1.33973,1.34862,1.34974,1.33562,1.34006,54080
4/6/2010,21:00:00,1.33973,1.3408,1.33257,1.33399,1.34006,1.34093,1.33262,1.33444,51036
4/7/2010,21:00:00,1.33399,1.33658,1.32819,1.33597,1.33444,1.3367,1.32831,1.33625,58181
4/8/2010,21:00:00,1.33597,1.34966,1.33412,1.34956,1.33625,1.3498,1.33425,1.34969,59843
4/11/2010,21:00:00,1.34956,1.36915,1.34956,1.359,1.34969,1.36927,1.34969,1.3593,67328
4/12/2010,21:00:00,1.359,1.36268,1.3545,1.36121,1.3593,1.36278,1.35459,1.36149,63024
4/13/2010,21:00:00,1.36121,1.36781,1.35946,1.36522,1.36149,1.36794,1.35952,1.3654,65791
4/14/2010,21:00:00,1.36522,1.36663,1.35209,1.35713,1.3654,1.36673,1.35221,1.35739,57964
4/15/2010,21:00:00,1.35713,1.35841,1.3472,1.35077,1.35739,1.35853,1.34731,1.35093,65209
4/18/2010,21:00:00,1.35077,1.35077,1.34158,1.34878,1.35093,1.35093,1.3417,1.34901,53855
4/19/2010,21:00:00,1.34878,1.35222,1.34281,1.34329,1.34901,1.35233,1.34294,1.34356,47611
4/20/2010,21:00:00,1.34329,1.34468,1.33579,1.33877,1.34356,1.34478,1.33591,1.33904,56622
4/21/2010,21:00:00,1.33877,1.3421,1.32577,1.32931,1.33904,1.34221,1.32592,1.32958,60897
4/22/2010,21:00:00,1.32931,1.33992,1.32016,1.33728,1.32958,1.34003,1.32028,1.33746,72078
4/25/2010,21:00:00,1.33728,1.3397,1.3291,1.33801,1.33746,1.3398,1.3292,1.33828,56665
4/26/2010,21:00:00,1.33801,1.34155,1.31656,1.31738,1.33828,1.34168,1.31667,1.31759,77943
4/27/2010,21:00:00,1.31738,1.32657,1.3114,1.32194,1.31759,1.32666,1.31151,1.32216,97364
4/28/2010,21:00:00,1.32194,1.32787,1.31838,1.32323,1.32216,1.32794,1.31851,1.3235,73198
4/29/2010,21:00:00,1.32323,1.33419,1.32236,1.33157,1.3235,1.33429,1.32249,1.33168,64383
5/2/2010,21:00:00,1.33157,1.33599,1.31547,1.3193,1.33168,1.3366,1.31555,1.31953,44559
5/3/2010,21:00:00,1.3193,1.32133,1.29809,1.29855,1.31953,1.32143,1.29822,1.29882,80784
5/4/2010,21:00:00,1.29855,1.29959,1.2803,1.28122,1.29882,1.29963,1.28042,1.28149,93785
5/5/2010,21:00:00,1.28122,1.28569,1.25131,1.26172,1.28149,1.28573,1.2518,1.26223,128657
5/6/2010,21:00:00,1.26172,1.27979,1.25853,1.27297,1.26223,1.27988,1.25865,1.27312,146325
5/9/2010,21:00:00,1.27297,1.30939,1.27297,1.27862,1.27312,1.30951,1.27312,1.27889,131115
5/10/2010,21:00:00,1.27862,1.28027,1.26529,1.26575,1.27889,1.28035,1.26573,1.26667,107210
5/11/2010,21:00:00,1.26575,1.27386,1.2605,1.26126,1.26667,1.27399,1.26062,1.26153,95738
5/12/2010,21:00:00,1.26126,1.26842,1.25177,1.25333,1.26153,1.2685,1.25189,1.25348,82495
5/13/2010,21:00:00,1.25333,1.25754,1.23581,1.23812,1.25348,1.25763,1.23592,1.23823,102901
5/16/2010,21:00:00,1.23812,1.24138,1.22336,1.23929,1.23823,1.24148,1.22353,1.23973,116172
5/17/2010,21:00:00,1.23929,1.24437,1.21603,1.22015,1.23973,1.24445,1.21617,1.22063,122383
5/18/2010,21:00:00,1.22015,1.24238,1.21436,1.24135,1.22063,1.24251,1.21445,1.24164,129094
5/19/2010,21:00:00,1.24135,1.25972,1.22957,1.24843,1.24164,1.25991,1.22968,1.24876,126571
5/20/2010,21:00:00,1.24843,1.26717,1.2454,1.25695,1.24876,1.26733,1.24565,1.25706,102805
5/23/2010,21:00:00,1.25695,1.25695,1.23436,1.23705,1.25706,1.25706,1.23449,1.23724,82391
5/24/2010,21:00:00,1.23705,1.23713,1.2177,1.2344,1.23724,1.23736,1.21782,1.2346,112727
5/25/2010,21:00:00,1.2344,1.23874,1.21661,1.21777,1.2346,1.23899,1.21674,1.21802,98830
5/26/2010,21:00:00,1.21777,1.23945,1.2153,1.23601,1.21802,1.23952,1.21544,1.23629,112194
5/27/2010,21:00:00,1.23601,1.2453,1.22672,1.22675,1.23629,1.2454,1.22693,1.22693,89990
5/30/2010,21:00:00,1.22675,1.23339,1.22576,1.23039,1.22693,1.23351,1.22616,1.23071,42150
5/31/2010,21:00:00,1.23039,1.23535,1.21106,1.22278,1.23071,1.23523,1.21094,1.22266,98420
6/1/2010,21:00:00,1.22278,1.22731,1.2175,1.22491,1.22266,1.22719,1.21738,1.22479,98066
6/2/2010,21:00:00,1.22491,1.23262,1.2152,1.21614,1.22479,1.2325,1.21508,1.21602,79708
6/3/2010,21:00:00,1.21614,1.22151,1.19548,1.19669,1.21602,1.22139,1.19536,1.19657,89776
6/6/2010,21:00:00,1.19669,1.19912,1.1876,1.19224,1.19657,1.199,1.18748,1.19212,93542
